row,sampled,bucket,path,kind,literal,context,classification,reason
1881,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/chainlink_reference.rs,string,"""chainlink_ws""","pub const REFERENCE_PRICE_PROVIDER_KEY: &str = ""chainlink_ws"";",chainlink_reference_provider_contract,Chainlink reference-price provider protocol/config literal; operator-selected feeds and credentials remain TOML/SSM-owned.
1882,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/chainlink_reference.rs,string,"""data_type""","let asset = required_reference_field(metadata, REFERENCE_PRICE_ASSET_PARAM, ""data_type"")?;",chainlink_reference_provider_contract,Chainlink reference-price provider protocol/config literal; operator-selected feeds and credentials remain TOML/SSM-owned.
1883,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/chainlink_reference.rs,string,"""data_type""","let provider = required_reference_field(metadata, REFERENCE_PRICE_PROVIDER_PARAM, ""data_type"")?;",chainlink_reference_provider_contract,Chainlink reference-price provider protocol/config literal; operator-selected feeds and credentials remain TOML/SSM-owned.
1884,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/chainlink_reference.rs,string,"""data_type""","required_reference_field(metadata, REFERENCE_PRICE_SOURCE_KEY_PARAM, ""data_type"")?;",chainlink_reference_provider_contract,Chainlink reference-price provider protocol/config literal; operator-selected feeds and credentials remain TOML/SSM-owned.
1885,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/chainlink_reference.rs,string,"""feedIDs""","const CHAINLINK_REFERENCE_FEED_IDS_QUERY_FIELD: &str = ""feedIDs"";",chainlink_reference_provider_contract,Chainlink reference-price provider protocol/config literal; operator-selected feeds and credentials remain TOML/SSM-owned.
1886,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/chainlink_reference.rs,string,"""params""","let actual = required_reference_field(params, key, ""params"")?;",chainlink_reference_provider_contract,Chainlink reference-price provider protocol/config literal; operator-selected feeds and credentials remain TOML/SSM-owned.
1887,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/chainlink_reference.rs,string,"""params""","required_reference_field(params, REFERENCE_PRICE_INSTRUMENT_ID_PARAM, ""params"")?;",chainlink_reference_provider_contract,Chainlink reference-price provider protocol/config literal; operator-selected feeds and credentials remain TOML/SSM-owned.
1888,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/chainlink_reference.rs,string,"""reconnect_delay_initial_ms""","""reconnect_delay_initial_ms"",",chainlink_reference_provider_contract,Chainlink reference-price provider protocol/config literal; operator-selected feeds and credentials remain TOML/SSM-owned.
1889,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/chainlink_reference.rs,string,"""wss""","|| url.scheme() != ""wss""",chainlink_reference_provider_contract,Chainlink reference-price provider protocol/config literal; operator-selected feeds and credentials remain TOML/SSM-owned.
1890,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polyresearch.rs,number,0,PolyResearchReconnectMaxAttempts::Limited(0),polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1891,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,number,0,let provider_subscription_generation = Arc::new(AtomicU64::new(0));,polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1892,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,number,0,"provider_subscription_generation: Arc::new(AtomicU64::new(0)),",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1893,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,number,0.0,if !data.reconnect_backoff_factor.is_finite() || data.reconnect_backoff_factor <= 0.0 {,polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1894,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polyresearch.rs,number,1,".fetch_add(1, Ordering::SeqCst);",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1895,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polyresearch.rs,number,1,"provider_subscription_generation.fetch_add(1, Ordering::SeqCst);",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1896,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""POLYRESEARCH_REFERENCE_PRICE""","pub const KEY: &str = ""POLYRESEARCH_REFERENCE_PRICE"";",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1897,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""PolyResearch reference subscription {} metadata is inconsistent""","""PolyResearch reference subscription {} metadata is inconsistent"",",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1898,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""PolyResearch reference-price source""","consumer: ""PolyResearch reference-price source"",",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1899,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""PolyResearchReferencePriceClientConfig""","const CONFIG_TYPE: &str = ""PolyResearchReferencePriceClientConfig"";",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1900,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""apiKey""","const POLYRESEARCH_API_KEY_QUERY_FIELD: &str = ""apiKey"";",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1901,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""api_key_ssm_parameter""","""api_key_ssm_parameter"",",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1902,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""api_key_ssm_parameter""","""api_key_ssm_parameter"",",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1903,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""api_key_ssm_parameter""","field_name: ""api_key_ssm_parameter"",",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1904,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""api_key_ssm_parameter""","pub const SECRET_FIELD_NAMES: &[&str] = &[""api_key_ssm_parameter""];",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1905,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""chainlink""","const POLYRESEARCH_REFERENCE_SUBSCRIPTION_TYPE: &str = ""chainlink"";",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1906,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""nautilus_network::websocket::client""","pub const CREDENTIAL_LOG_MODULES: &[&str] = &[""nautilus_network::websocket::client""];",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1907,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""polyresearch_ws""","pub const REFERENCE_PRICE_PROVIDER_KEY: &str = ""polyresearch_ws"";",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1908,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polyresearch.rs,string,"""price_feed""","const POLYRESEARCH_PRICE_FEED_FRAME_TYPE: &str = ""price_feed"";",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1909,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""reconnect_delay_initial_ms""","""reconnect_delay_initial_ms"",",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1910,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""subscribe""","const POLYRESEARCH_SUBSCRIBE_ACTION: &str = ""subscribe"";",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1911,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""subscribed""","const POLYRESEARCH_SUBSCRIBED_FRAME_TYPE: &str = ""subscribed"";",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1912,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polyresearch.rs,string,"""unlimited""","Wire::Text(value) if value == ""unlimited"" => Ok(Self::Unlimited),",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1913,no,NO_POLICY_TERM,src/bolt_v3_providers/polyresearch.rs,string,"""unsubscribe""","const POLYRESEARCH_UNSUBSCRIBE_ACTION: &str = ""unsubscribe"";",polyresearch_reference_provider_contract,PolyResearch reference-price provider protocol/config literal; operator-selected symbols and credentials remain TOML/SSM-owned.
1914,yes,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,number,0.0,value.is_finite() && value > 0.0,reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1915,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_reference_price.rs,number,1,for rhs in quotes.iter().skip(index + 1) {,reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1916,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_reference_price.rs,number,10_000.0,let drift_bps = ((lhs.price - rhs.price).abs() / denominator) * 10_000.0;,reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1917,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""BoltV3ReferencePriceUpdate""","const REFERENCE_PRICE_UPDATE_TYPE: &str = ""BoltV3ReferencePriceUpdate"";",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1918,yes,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""api-key ""","|| value_lower.starts_with(""api-key "")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1919,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""api_key""","|| key_lower.contains(""api_key"")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1920,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""apikey ""","|| value_lower.starts_with(""apikey "")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1921,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""apikey""","|| key_lower.contains(""apikey"")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1922,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""asset""","const REFERENCE_PRICE_ASSET_METADATA_FIELD: &str = ""asset"";",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1923,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""auth""","key_lower == ""auth""",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1924,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""auth_header""","|| key_lower.contains(""auth_header"")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1925,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""auth_rejected""","Self::AuthRejected => ""auth_rejected"",",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1926,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""authorization""","|| key_lower.contains(""authorization"")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1927,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""available""","Self::Available => ""available"",",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1928,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""basic ""","|| value_lower.starts_with(""basic "")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1929,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""bearer ""","value_lower.starts_with(""bearer "")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1930,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""credential""","|| key_lower.contains(""credential"")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1931,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_reference_price.rs,string,"""disabled""","Self::Disabled => ""disabled"",",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1932,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""disconnected""","Self::Disconnected => ""disconnected"",",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1933,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""drift_exceeded""","Self::DriftExceeded => ""drift_exceeded"",",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1934,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""instrument_id""","pub const REFERENCE_PRICE_INSTRUMENT_ID_PARAM: &str = ""instrument_id"";",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1935,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""key""","validate_provenance_component(key, ""key"")?;",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1936,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,number,0,let observed_binary_frames = Arc::new(AtomicUsize::new(0));,chainlink_fixture_capture_counter_initial_value,"Initializes a diagnostic frame counter in the gated fixture-capture command; the captured endpoint, client, and wait bound are command/config inputs."
1937,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,number,0,let observed_text_frames = Arc::new(AtomicUsize::new(0));,chainlink_fixture_capture_counter_initial_value,"Initializes a diagnostic frame counter in the gated fixture-capture command; the captured endpoint, client, and wait bound are command/config inputs."
1938,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,number,1,const CHAINLINK_REFERENCE_CAPTURE_SCHEMA_VERSION: u32 = 1;,chainlink_fixture_capture_artifact_schema,Stable artifact schema version for the Chainlink reference fixture-capture record; it does not configure runtime trading behavior.
1939,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,number,1,"observed_binary_frames.fetch_add(1, Ordering::SeqCst);",chainlink_fixture_capture_counter_increment,Increments a diagnostic frame counter when the gated capture command observes one binary frame event.
1940,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,number,1,"observed_text_frames.fetch_add(1, Ordering::SeqCst);",chainlink_fixture_capture_counter_increment,Increments a diagnostic frame counter when the gated capture command observes one text frame event.
1941,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,string,"""base_sha""","""base_sha"": null,",chainlink_fixture_capture_provenance_schema_field,Required ci_provenance-compatible pull_request field in the capture artifact; the value is null outside pull_request events.
1942,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,string,"""binary""","const CHAINLINK_REFERENCE_CAPTURE_FRAME_KIND: &str = ""binary"";",chainlink_fixture_capture_frame_kind,Stable artifact classification for the Chainlink fixture frame kind; the command records observed provider frames and does not configure runtime trading behavior.
1943,yes,SUSPECT_POLICY_REVIEW,src/bolt_v3_providers/reference_boundary_capture.rs,string,"""capture""","required_jobs: serde_json::json!({ ""capture"": ""success"" }),",chainlink_fixture_capture_provenance_job_key,ci_provenance-compatible logical job key for the manual capture workflow artifact.
1944,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,string,"""chainlink-reference-fixture-capture""","const CHAINLINK_REFERENCE_CAPTURE_KIND: &str = ""chainlink-reference-fixture-capture"";",chainlink_fixture_capture_artifact_schema,Stable artifact record kind for the Chainlink reference fixture-capture command.
1945,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,string,"""chainlink-reference-frame.bin""","const CHAINLINK_REFERENCE_CAPTURE_FRAME_FILENAME: &str = ""chainlink-reference-frame.bin"";",chainlink_fixture_capture_artifact_filename,Stable artifact filename inside the gated capture output directory; captured bytes come from the configured provider connection.
1946,yes,SUSPECT_POLICY_REVIEW,src/bolt_v3_providers/reference_boundary_capture.rs,string,"""ci-provenance.json""","const CHAINLINK_REFERENCE_CAPTURE_PROVENANCE_FILENAME: &str = ""ci-provenance.json"";",chainlink_fixture_capture_artifact_filename,Required ci_provenance-compatible artifact filename consumed by the fixture-origin fence.
1947,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,string,"""full-ci""","kind: ""full-ci"",",chainlink_fixture_capture_provenance_schema_field,Required ci_provenance-compatible kind value in the capture artifact; this does not claim full CI merge readiness.
1948,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_boundary_capture.rs,string,"""number""","""number"": null,",chainlink_fixture_capture_provenance_schema_field,Required ci_provenance-compatible pull_request field in the capture artifact; the value is null outside pull_request events.
1949,yes,SUSPECT_POLICY_REVIEW,src/bolt_v3_providers/reference_boundary_capture.rs,string,"""success""","required_jobs: serde_json::json!({ ""capture"": ""success"" }),",chainlink_fixture_capture_provenance_job_result,ci_provenance-compatible capture job result written only after the Rust capture command returns successfully.
1950,yes,NO_POLICY_TERM,src/bolt_v3_providers/reference_live_probe.rs,number,0,let data_frames = Arc::new(AtomicU64::new(0));,reference_live_probe_counter_initial_value,Read-only reference live probe observation counters start at zero; probe duration and required observations are TOML-owned.
1951,no,NO_POLICY_TERM,src/bolt_v3_providers/reference_live_probe.rs,number,0,let server_pings = Arc::new(AtomicU64::new(0));,reference_live_probe_counter_initial_value,Read-only reference live probe observation counters start at zero; probe duration and required observations are TOML-owned.
1952,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_live_probe.rs,number,1,"handler_data_frames.fetch_add(1, Ordering::SeqCst);",reference_live_probe_counter_increment,Atomic observation counter increments by one per received frame; required observation thresholds are TOML-owned.
1953,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_live_probe.rs,number,1,"ping_counter.fetch_add(1, Ordering::SeqCst);",reference_live_probe_counter_increment,Atomic observation counter increments by one per received server ping; required observation thresholds are TOML-owned.
1954,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_live_probe.rs,string,"""Chainlink reference probe ended with connection_mode={connection_mode}""","""Chainlink reference probe ended with connection_mode={connection_mode}""",reference_live_probe_diagnostic,"Read-only pre-live probe diagnostic; endpoint, credentials, client ids, duration, and thresholds are TOML/SSM-owned."
1955,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_live_probe.rs,string,"""Chainlink reference probe observed {observed_data_frames} data frame(s), below reference_live_probe.min_chainlink_data_frames={required_data_frames}""","""Chainlink reference probe observed {observed_data_frames} data frame(s), below reference_live_probe.min_chainlink_data_frames={required_data_frames}""",reference_live_probe_diagnostic,"Read-only pre-live probe diagnostic; endpoint, credentials, client ids, duration, and thresholds are TOML/SSM-owned."
1956,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_live_probe.rs,string,"""PolyResearch reference probe ended with connection_mode={connection_mode}""","""PolyResearch reference probe ended with connection_mode={connection_mode}""",reference_live_probe_diagnostic,"Read-only pre-live probe diagnostic; endpoint, credentials, client ids, duration, and thresholds are TOML/SSM-owned."
1957,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_live_probe.rs,string,"""build Chainlink reference WebSocket config""",".context(""build Chainlink reference WebSocket config"")?;",reference_live_probe_diagnostic,"Read-only pre-live probe diagnostic; endpoint, credentials, client ids, duration, and thresholds are TOML/SSM-owned."
1958,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_live_probe.rs,string,"""build PolyResearch reference WebSocket config""",".context(""build PolyResearch reference WebSocket config"")?;",reference_live_probe_diagnostic,"Read-only pre-live probe diagnostic; endpoint, credentials, client ids, duration, and thresholds are TOML/SSM-owned."
1959,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_live_probe.rs,string,"""connect Chainlink reference WebSocket""",".context(""connect Chainlink reference WebSocket"")?;",reference_live_probe_diagnostic,"Read-only pre-live probe diagnostic; endpoint, credentials, client ids, duration, and thresholds are TOML/SSM-owned."
1960,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/reference_live_probe.rs,string,"""connect PolyResearch reference WebSocket""",".context(""connect PolyResearch reference WebSocket"")?;",reference_live_probe_diagnostic,"Read-only pre-live probe diagnostic; endpoint, credentials, client ids, duration, and thresholds are TOML/SSM-owned."
1961,yes,NO_POLICY_TERM,src/bolt_v3_providers/mod.rs,string,"""reference_live_probe.chainlink_client_id""","""reference_live_probe.chainlink_client_id"",",reference_live_probe_config_schema_field,TOML schema field label used in validation diagnostics; the actual configured client id remains TOML-owned.
1962,no,NO_POLICY_TERM,src/bolt_v3_providers/mod.rs,string,"""reference_live_probe.polyresearch_client_id""","""reference_live_probe.polyresearch_client_id"",",reference_live_probe_config_schema_field,TOML schema field label used in validation diagnostics; the actual configured client id remains TOML-owned.
1963,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""malformed_frame""","Self::MalformedFrame => ""malformed_frame"",",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1964,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_reference_price.rs,string,"""normalized reference quote constructor mirrors the provider contract fields including provenance""","reason = ""normalized reference quote constructor mirrors the provider contract fields including provenance""",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1965,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_reference_price.rs,string,"""normalized reference quote constructor mirrors the provider contract fields""","reason = ""normalized reference quote constructor mirrors the provider contract fields""",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1966,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_reference_price.rs,string,"""normalized reference-price custom data carries explicit provider, price, and timing fields""","reason = ""normalized reference-price custom data carries explicit provider, price, and timing fields""",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1967,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_reference_price.rs,string,"""normalized reference-price custom data carries explicit provider, price, timing, and provenance fields""","reason = ""normalized reference-price custom data carries explicit provider, price, timing, and provenance fields""",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1968,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""observed_ts_ms""","let ts_event = reference_timestamp_ms_to_unix_nanos(observed_ts_ms, ""observed_ts_ms"")?;",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1969,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""password""","|| key_lower.contains(""password"")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1970,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""provider""","const REFERENCE_PRICE_PROVIDER_METADATA_FIELD: &str = ""provider"";",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1971,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""received_ts_ms""","let ts_init = reference_timestamp_ms_to_unix_nanos(received_ts_ms, ""received_ts_ms"")?;",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1972,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""secret""","|| key_lower.contains(""secret"")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1973,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""silent""","Self::Silent => ""silent"",",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1974,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""source_key""","const REFERENCE_PRICE_SOURCE_KEY_METADATA_FIELD: &str = ""source_key"";",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1975,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_reference_price.rs,string,"""stale""","Self::Stale => ""stale"",",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1976,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""subscription_rejected""","Self::SubscriptionRejected => ""subscription_rejected"",",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1977,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""symbol""","pub const REFERENCE_PRICE_SYMBOL_PARAM: &str = ""symbol"";",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
1978,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""token ""","|| value_lower.starts_with(""token "")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1979,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""token""","|| key_lower.contains(""token"")",reference_price_secret_redaction_guard,Reference-price credential-redaction guard literal; it prevents credential disclosure and is not an operator runtime value.
1980,no,NO_POLICY_TERM,src/bolt_v3_reference_price.rs,string,"""unsupported_symbol""","Self::UnsupportedSymbol => ""unsupported_symbol"",",reference_price_data_contract,Reference-price normalized data/health contract literal; configured source selection remains TOML-owned.
